Media,Judul,Tanggal,Reporter,Isi
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,"h1[class=""text-black text-hero leading-[42px] font-[500] mb-6 itp_title_detail""]","div[class=""text-sm text-black-light3""]","div[class=""text-sm text-black mb-2""]","div[class=""detail__body flex-grow min-w-0 itp_bodycontent""]"
,,,,
,,,,
,,,,
,,,,
,,,,
,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span","div[class=""side-article txt-article multi-fontsize""]","div[class=""side-article txt-article multi-fontsize editcontent""]"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
,,,,
,,,,
,,,,
,h1.read__title,div.read__time,div.credit-title-name,div.read__content
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
,,,,
,,,,
,,,,
,,,,
,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
,,,,
,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
